id,text
319747,유튜브 내달 2일까지 크리에이터 지원 공간 운영
319748,어버이날 맑다가 흐려져…남부지방 옅은 황사
319749,내년부터 국가RD 평가 때 논문건수는 반영 않는다
319750,김명자 신임 과총 회장 원로와 젊은 과학자 지혜 모을 것
319751,회색인간 작가 김동식 양심고백 등 새 소설집 2권 출간
319752,야외서 생방송 하세요…액션캠 전용 요금제 잇따라
319753,월드컵 태극전사 16강 전초기지 레오강 입성종합
319754,미세먼지 속 출근길
319755,왓츠앱稅 230원에 성난 레바논 민심…총리사퇴로 이어져종합2보
319756,베트남 경제 고성장 지속…2분기 GDP 6.71% 성장
319757,그리스서 한국전 참전 기념식…참전용사 한반도 평화 기원
319758,정진석 이정현 당현실 냉정하게 봐야…물러나는게 좋다종합
319759,美 베네수엘라 구호품 반입 촉구 안보리 결의 추진
319760,황재균 쐐기타…kt 갈 길 바쁜 삼성에 고춧가루
319761,정상회담 D1 文대통령 취임 후 남북관계 주요 일지
319762,LGU＋ 1분기 영업익 1천706억원…마케팅 비용 감소종합
319763,박원순 시장 아부다비 루브르 박물관 방문
319764,방심위 강릉서 고성 산불현장처럼 보도한 KBS 관계자 징계
319765,파키스탄 경제난 속 카타르서 30억 달러 투자 유치
319766,일본 예산팽창에 재정건전성 우려…내년에 장기채무 GDP 2배
319767,칠레 민중가수 살해하고 미국 도피 전 군인 법정에 선다
319768,日 온라인으로 중국인 비자신청 받는다
319769,미 동부 마비시킨 악성 파일 국내서도 발견
319770,국내 발간 나노분야 학술지 나노 컨버전스 SCIE 등재
319771,5G 상용화 행정절차 완료…이통3사 내일 동시 전파 발사
319772,예스24 독자들이 선정한 올해의 책 여행의 이유
319773,이해찬 정경두에 안보지원사 기무사 같은 일 없도록 해야
319774,미래부 17개 부처별 연구비관리시스템 2개로 통합한다
319775,손흥민 더 승부욕 갖고 거칠게 해야…나부터 반성
319776,SK텔레콤안양시 모빌리티·스마트시티 조성 업무협약
319777,울산 오후 4시 건조주의보
319778,기업들 日규제 직접 피해보다 수입 불확실성이 더 문제
319779,日경제산업상 경제보복 비판여론에 언론이 제대로 이해못해
319780,다시 포효한 황의조 3년 만의 A매치 골 집중력 유지한...
319781,최근 5년간 공무원시험 응시 127만명…경제비용 수조원
319782,트럼프 의회서 장벽예산 합의할 가능성 50% 이하
319783,프리미어12 보러 온 MLB 최지만 저도 뛰고 싶었지만
319784,베네수엘라 대통령 미국과 관계 복원 대화 재개 합의
319785,朴대통령 울산 십리대숲·재래시장 방문…휴가 중 민생 행보
319786,어빙 NBA 통산 1만 점…보스턴 동부 1위 토론토 제압...
319787,월드컵 하나은행 대표팀에 행운의 2달러 200장 선물
319788,라바리니호 아르헨에 설욕할까…이재영 동료 프레스코 경계령
319789,제임스 떠난 NBA 클리블랜드 1승 10패…전체 꼴찌
319790,디자인 역사의 기둥 100권의 잡지를 돌아보다
319791,게시판 윌림 SKT 누구 플레이 개발 공모전서 최우수상
319792,정성훈 15년 만에 친정 KIA행…기회 준 구단에 감사
319793,전국 곳곳에 저녁까지 비·강한 바람…낮 최고 27도
319794,朴대통령 대통령 단임제로 지속가능한 국정과제 추진 어렵다속보
319795,8월 시중통화량 전년동기비 6.8%↑…증가세 확대
319796,반민특위 임무 아직 끝나지 않았다
319797,애플 퀀텀닷OLED 결합 차세대 디스플레이 특허출원
319798,터키 에르도안 자국 외교관 겨냥 테러 비판…악의적 공격
319799,朴대통령 내주 국회서 일정재개…여야 지도부 환담도 유력
319800,CNN 트럼프 내부고발자 상·하원 정보위 출석 동의
319801,미국 프로스포츠 커밍아웃 뒤 출전 1호 축구선수 로저스 은퇴
319802,GSMA 통신사 인수합병 때 당국의 더딘 심사로 사업에 지장
319803,美민주 전대 D1 힐러리를 만든 사람들과 가족
319804,朴대통령 에티오피아 입맛에 맞아요…현지인들 잘 통해요
319805,황사·미세먼지 기승 잿빛 주말…나들이객 줄어
319806,신간 목양면 방화 사건 전말기
319807,인니 항공당국 추락 보잉기 조종사 대화 보도 사실과 달라
319808,석유왕국 사우디 태양광·풍력 발전 중심지 될 것
319809,中환구시보 美 신미사일방어전략 북미 核담판에 도움 안돼
319810,2022 AG 개최지 중국 항저우로의 초대
319811,신간 책에 빠져 죽지 않기
319812,집주인 매입임대주택 사업 23일부터 상시 접수
319813,MLB 채프먼·헤이더 올해의 구원투수상 수상
319814,눈물 흘린 MVP 말컹 2부 리거 향한 의구심 떨치려 노...
319815,관훈클럽 65대 임원진 선임…11일 창립 61주년 기념식
319816,태국에서 열린 삼성페이 론칭 행사
319817,강풍·영하권 날씨…오후부터 비까지 내려
319818,커지는 중국 기업 채무불이행 리스크…올해 또 최고치
319819,한국관광공사 국내 숙소 체험기 모은 여행자의 방 출간
319820,태풍 솔릭 접근…오후부터 제주 항공기 이착륙 어려울 듯
319821,분리공시 놓고 이통시장 분란 조짐…LG전자 판 흔들기 통할까
319822,MLB 파울볼 사고 2012년 이후 800건 이상 발생
319823,금값 하락에 금펀드 수익률 추락…최근 한달 4.86%
319824,작년 세탁기 분야 미국특허 LG전자·삼성전자 1∼2위
319825,동탄2신도시 분양행복주택 건설에 민간 참여
319826,게시판 KISA 제17회 KICT 정보보호대상 21일까지 접수
319827,황총리 어떤 경우도 국가기능 안정적 유지속보
319828,명성티엔에스·삼성스팩2호 코스닥 신규상장
319829,경주한수원·대전코레일 내셔널축구선수권 4강 합류
319830,짐바브웨 전 대통령 무가베 시신 영웅묘역 아닌 고향에 묻혀
319831,국민의당 부산시당 발기인 대회 열려…26일 창당대회
319832,메시 통산 4번째 유럽 골든슈 최종 확정…호날두와 동률
319833,美전문가 협상없는 대북압박 안 통해…상호주의 필요종합
319834,하나금투 내년 코스피 1900∼2400선 등락
319835,더민주 원내대표 경선 6명 출마…내달 4일 선출종합
319836,은행 점포 폐쇄때 고객영향 평가한다…불편 최소화대책 유도
319837,프로농구 SK 현대모비스에 시즌 첫 패 안기고 2연승종합
319838,아시안게임 이승우 멀티골 한국 축구 베트남에 3...
319839,트럼프와 갈등 빚은 미 법무부 부장관 내달 사임
319840,CNBC 미·중 무역협상 3월1일 시한 연장 가능성
